iter	f_val	grad_norm	x0	x1
81	134.29552510	53.00806911	0.80091101	0.44485414
82	133.50301902	53.34562763	0.81160536	0.45541180
83	132.70661141	53.67844020	0.82228680	0.46595872
84	131.90637044	54.00648769	0.83295554	0.47649502
85	131.10236466	54.32975072	0.84361181	0.48702080
86	130.29466298	54.64820961	0.85425581	0.49753618
87	129.48333469	54.96184452	0.86488775	0.50804126
88	128.66844942	55.27063535	0.87550782	0.51853613
89	127.85007718	55.57456182	0.88611621	0.52902089
90	127.02828833	55.87360347	0.89671309	0.53949561
91	126.20315361	56.16773965	0.90729864	0.54996040
92	125.37474410	56.45694959	0.91787302	0.56041533
93	124.54313123	56.74121234	0.92843640	0.57086048
94	123.70838681	57.02050686	0.93898892	0.58129593
95	122.87058300	57.29481196	0.94953074	0.59172173
96	122.02979230	57.56410635	0.96006199	0.60213797
97	121.18608758	57.82836865	0.97058282	0.61254470
98	120.33954205	58.08757739	0.98109335	0.62294199
99	119.49022927	58.34171103	0.99159371	0.63332989
100	118.63822317	58.59074796	1.00208402	0.64370847
101	117.78359799	58.83466650	1.01256441	0.65407776
102	116.92642836	59.07344495	1.02303498	0.66443783
103	116.06678923	59.30706154	1.03349584	0.67478871
104	115.20475589	59.53549448	1.04394710	0.68513045
105	114.34040399	59.75872196	1.05438885	0.69546310
106	113.47380951	59.97672216	1.06482120	0.70578668
107	112.60504878	60.18947324	1.07524423	0.71610125
108	111.73419845	60.39695337	1.08565804	0.72640682
109	110.86133553	60.59914072	1.09606272	0.73670342
110	109.98653735	60.79601348	1.10645833	0.74699110
111	109.10988158	60.98754986	1.11684497	0.75726987
112	108.23144621	61.17372809	1.12722270	0.76753976
113	107.35130959	61.35452645	1.13759161	0.77780078
114	106.46955035	61.52992326	1.14795175	0.78805296
115	105.58624750	61.69989688	1.15830321	0.79829631
116	104.70148034	61.86442573	1.16864603	0.80853085
117	103.81532851	62.02348829	1.17898029	0.81875658
118	102.92787194	62.17706311	1.18930604	0.82897352
119	102.03919093	62.32512882	1.19962333	0.83918167
120	101.14936606	62.46766411	1.20993222	0.84938104
121	100.25847822	62.60464780	1.22023276	0.85957163
122	99.36660865	62.73605875	1.23052500	0.86975344
123	98.47383885	62.86187595	1.24080898	0.87992647
124	97.58025067	62.98207851	1.25108475	0.89009071
125	96.68592624	63.09664561	1.26135234	0.90024615
126	95.79094801	63.20555659	1.27161180	0.91039280
127	94.89539870	63.30879090	1.28186316	0.92053063
128	93.99936138	63.40632810	1.29210645	0.93065964
129	93.10291936	63.49814793	1.30234171	0.94077980
130	92.20615626	63.58423024	1.31256897	0.95089110
131	91.30915602	63.66455504	1.32278825	0.96099353
132	90.41200281	63.73910250	1.33299958	0.97108704
133	89.51478113	63.80785296	1.34320298	0.98117164
134	88.61757574	63.87078692	1.35339848	0.99124727
135	87.72047168	63.92788506	1.36358609	1.00131392
136	86.82355426	63.97912826	1.37376584	1.01137156
137	85.92690907	64.02449755	1.38393773	1.02142014
138	85.03062194	64.06397421	1.39410177	1.03145964
139	84.13477900	64.09753969	1.40425800	1.04149001
140	83.23946662	64.12517568	1.41440640	1.05151121
141	82.34477141	64.14686405	1.42454699	1.06152319
142	81.45078027	64.16258695	1.43467977	1.07152592
143	80.55758031	64.17232674	1.44480476	1.08151934
144	79.66525889	64.17606601	1.45492194	1.09150340
145	78.77390364	64.17378763	1.46503133	1.10147804
146	77.88360239	64.16547472	1.47513292	1.11144321
147	76.99444321	64.15111066	1.48522670	1.12139884
148	76.10651440	64.13067914	1.49531268	1.13134488
149	75.21990448	64.10416409	1.50539083	1.14128125
150	74.33470218	64.07154979	1.51546117	1.15120790
151	73.45099644	64.03282078	1.52552367	1.16112473
152	72.56887643	63.98796195	1.53557832	1.17103169
153	71.68843148	63.93695849	1.54562510	1.18092870
154	70.80975114	63.87979595	1.55566401	1.19081566
155	69.93292515	63.81646022	1.56569502	1.20069251
156	69.05804343	63.74693754	1.57571812	1.21055914
157	68.18519606	63.67121453	1.58573328	1.22041547
158	67.31447333	63.58927819	1.59574047	1.23026140
159	66.44596565	63.50111591	1.60573967	1.24009683
160	65.57976361	63.40671550	1.61573086	1.24992167
161	64.71595797	63.30606516	1.62571401	1.25973580
162	63.85463959	63.19915355	1.63568907	1.26953912
163	62.99589951	63.08596978	1.64565603	1.27933151
164	62.13982888	62.96650339	1.65561484	1.28911285
165	61.28651897	62.84074442	1.66556547	1.29888302
166	60.43606116	62.70868340	1.67550787	1.30864190
167	59.58854696	62.57031135	1.68544202	1.31838935
168	58.74406796	62.42561983	1.69536785	1.32812523
169	57.90271583	62.27460094	1.70528533	1.33784940
170	57.06458235	62.11724731	1.71519441	1.34756173
171	56.22975934	61.95355218	1.72509504	1.35726205
172	55.39833870	61.78350936	1.73498716	1.36695021
173	54.57041237	61.60711329	1.74487072	1.37662605
174	53.74607235	61.42435904	1.75474568	1.38628940
175	52.92541065	61.23524232	1.76461195	1.39594009
176	52.10851931	61.03975953	1.77446950	1.40557793
177	51.29549038	60.83790778	1.78431824	1.41520275
178	50.48641590	60.62968489	1.79415812	1.42481435
179	49.68138790	60.41508942	1.80398906	1.43441252
180	48.88049839	60.19412072	1.81381100	1.44399707
181	48.08383932	59.96677894	1.82362386	1.45356778
182	47.29150262	59.73306504	1.83342756	1.46312443
183	46.50358011	59.49298086	1.84322203	1.47266680
184	45.72016356	59.24652911	1.85300719	1.48219463
185	44.94134463	58.99371344	1.86278294	1.49170769
186	44.16721488	58.73453841	1.87254920	1.50120573
187	43.39786571	58.46900961	1.88230588	1.51068848
188	42.63338842	58.19713364	1.89205289	1.52015567
189	41.87387413	57.91891813	1.90179013	1.52960701
190	41.11941375	57.63437184	1.91151750	1.53904222
191	40.37009804	57.34350466	1.92123489	1.54846098
192	39.62601751	57.04632764	1.93094221	1.55786299
193	38.88726245	56.74285309	1.94063934	1.56724791
194	38.15392287	56.43309456	1.95032616	1.57661542
195	37.42608853	56.11706692	1.96000257	1.58596515
196	36.70384886	55.79478643	1.96966843	1.59529674
197	35.98729297	55.46627075	1.97932364	1.60460982
198	35.27650962	55.13153903	1.98896805	1.61390398
199	34.57158720	54.79061195	1.99860153	1.62317883
200	33.87261369	54.44351179	2.00822396	1.63243393
201	33.17967664	54.09026248	2.01783518	1.64166885
202	32.49286314	53.73088970	2.02743506	1.65088313
203	31.81225978	53.36542090	2.03702345	1.66007628
204	31.13795264	52.99388540	2.04660019	1.66924782
205	30.47002724	52.61631448	2.05616512	1.67839722
206	29.80856851	52.23274144	2.06571808	1.68752396
207	29.15366074	51.84320170	2.07525891	1.69662746
208	28.50538759	51.44773285	2.08478742	1.70570714
209	27.86383198	51.04637482	2.09430345	1.71476241
210	27.22907610	50.63916989	2.10380680	1.72379261
211	26.60120135	50.22616284	2.11329730	1.73279710
212	25.98028829	49.80740107	2.12277473	1.74177517
213	25.36641661	49.38293467	2.13223891	1.75072612
214	24.75966506	48.95281658	2.14168963	1.75964918
215	24.16011140	48.51710269	2.15112667	1.76854357
216	23.56783234	48.07585198	2.16054981	1.77740847
217	22.98290352	47.62912666	2.16995883	1.78624301
218	22.40539938	47.17699231	2.17935349	1.79504630
219	21.83539317	46.71951803	2.18873356	1.80381739
220	21.27295683	46.25677660	2.19809879	1.81255529
221	20.71816092	45.78884468	2.20744892	1.82125897
222	20.17107458	45.31580292	2.21678369	1.82992735
223	19.63176542	44.83773621	2.22610283	1.83855927
224	19.10029944	44.35473385	2.23540607	1.84715355
225	18.57674095	43.86688973	2.24469311	1.85570893
226	18.06115248	43.37430259	2.25396366	1.86422408
227	17.55359464	42.87707622	2.26321743	1.87269762
228	17.05412608	42.37531968	2.27245408	1.88112809
229	16.56280331	41.86914758	2.28167332	1.88951393
230	16.07968066	41.35868032	2.29087479	1.89785353
231	15.60481006	40.84404435	2.30005817	1.90614517
232	15.13824098	40.32537245	2.30922310	1.91438705
233	14.68002028	39.80280406	2.31836921	1.92257725
234	14.23019201	39.27648554	2.32749615	1.93071377
235	13.78879731	38.74657049	2.33660352	1.93879446
236	13.35587420	38.21322008	2.34569094	1.94681707
237	12.93145744	37.67660341	2.35475799	1.95477922
238	12.51557829	37.13689782	2.36380427	1.96267835
239	12.10826432	36.59428926	2.37282935	1.97051180
240	11.70953925	36.04897263	2.38183278	1.97827671
241	11.31942262	35.50115217	2.39081413	1.98597006
242	10.93792962	34.95104181	2.39977293	1.99358861
243	10.56507081	34.39886554	2.40870870	2.00112897
244	10.20085183	33.84485773	2.41762097	2.00858747
245	9.84527309	33.28926354	2.42650924	2.01596025
246	9.49832951	32.73233920	2.43537300	2.02324318
247	9.16001014	32.17435232	2.44421173	2.03043184
248	8.83029781	31.61558218	2.45302490	2.03752154
249	8.50916878	31.05631995	2.46181199	2.04450726
250	8.19659232	30.49686883	2.47057243	2.05138364
251	7.89253031	29.93754422	2.47930568	2.05814496
252	7.59693680	29.37867367	2.48801116	2.06478510
253	7.30975754	28.82059679	2.49668832	2.07129751
254	7.03092954	28.26366509	2.50533656	2.07767522
255	6.76038054	27.70824153	2.51395532	2.08391074
256	6.49802854	27.15470001	2.52254400	2.08999610
257	6.24378129	26.60342457	2.53110204	2.09592275
258	5.99753574	26.05480836	2.53962884	2.10168161
259	5.75917764	25.50925238	2.54812383	2.10726295
260	5.52858099	24.96716375	2.55658646	2.11265645
261	5.30560762	24.42895377	2.56501616	2.11785112
262	5.09010687	23.89503546	2.57341240	2.12283532
263	4.88191528	23.36582068	2.58177466	2.12759672
264	4.68085642	22.84171676	2.59010245	2.13212237
265	4.48674090	22.32312262	2.59839531	2.13639866
266	4.29936657	21.81042436	2.60665280	2.14041144
267	4.11851892	21.30399026	2.61487455	2.14414603
268	3.94397186	20.80416543	2.62306022	2.14758739
269	3.77548881	20.31126581	2.63120950	2.15072027
270	3.61282415	19.82557204	2.63932216	2.15352937
271	3.45572525	19.34732298	2.64739802	2.15599969
272	3.30393487	18.87670929	2.65543697	2.15811675
273	3.15719410	18.41386724	2.66343894	2.15986705
274	3.01524581	17.95887307	2.67140393	2.16123846
275	2.87783838	17.51173823	2.67933197	2.16222075
276	2.74472984	17.07240583	2.68722315	2.16280602
277	2.61569204	16.64074875	2.69507758	2.16298932
278	2.49051461	16.21656968	2.70289535	2.16276903
279	2.36900866	15.79960329	2.71067657	2.16214735
280	2.25100967	15.38952089	2.71842125	2.16113054
281	2.13637954	14.98593730	2.72612935	2.15972910
282	2.02500744	14.58842006	2.73380069	2.15795769
283	1.91680956	14.19650037	2.74143494	2.15583493
284	1.81172757	13.80968557	2.74903154	2.15338299
285	1.70972617	13.42747238	2.75658973	2.15062695
286	1.61078976	13.04936027	2.76410846	2.14759413
287	1.51491869	12.67486449	2.77158638	2.14431330
288	1.42212523	12.30352797	2.77902183	2.14081391
289	1.33242978	11.93493190	2.78641282	2.13712533
290	1.24585722	11.56870438	2.79375701	2.13327620
291	1.16243386	11.20452731	2.80105175	2.12929391
292	1.08218485	10.84214115	2.80829402	2.12520415
293	1.00513214	10.48134799	2.81548050	2.12103068
294	0.93129289	10.12201282	2.82260755	2.11679514
295	0.86067845	9.76406344	2.82967124	2.11251703
296	0.79329349	9.40748912	2.83666735	2.10821373
297	0.72913558	9.05233843	2.84359141	2.10390060
298	0.66819485	8.69871631	2.85043867	2.09959115
299	0.61045386	8.34678082	2.85720416	2.09529724
300	0.55588756	7.99673953	2.86388268	2.09102924
301	0.50446326	7.64884592	2.87046881	2.08679626
302	0.45614070	7.30339571	2.87695690	2.08260637
303	0.41087209	6.96072342	2.88334112	2.07846675
304	0.36860221	6.62119897	2.88961544	2.07438390
305	0.32926852	6.28522461	2.89577360	2.07036380
306	0.29280121	5.95323194	2.90180921	2.06641204
307	0.25912338	5.62567913	2.90771567	2.06253394
308	0.22815114	5.30304826	2.91348622	2.05873467
309	0.19979383	4.98584272	2.91911396	2.05501929
310	0.17395421	4.67458455	2.92459185	2.05139287
311	0.15052878	4.36981169	2.92991276	2.04786047
312	0.12940805	4.07207493	2.93506949	2.04442723
313	0.11047705	3.78193457	2.94005483	2.04109832
314	0.09361575	3.49995655	2.94486159	2.03787895
315	0.07869975	3.22670799	2.94948271	2.03477435
316	0.06560091	2.96275200	2.95391130	2.03178973
317	0.05418828	2.70864167	2.95814074	2.02893021
318	0.04432895	2.46491321	2.96216485	2.02620073
319	0.03588921	2.23207807	2.96597794	2.02360601
320	0.02873565	2.01061419	2.96957500	2.02115039
321	0.02273645	1.80095637	2.97295184	2.01883772
322	0.01776271	1.60348592	2.97610525	2.01667126
323	0.01368977	1.41851983	2.97903316	2.01465354
324	0.01039855	1.24629978	2.98173482	2.01278618
325	0.00777680	1.08698142	2.98421094	2.01106981
326	0.00572022	0.94062450	2.98646381	2.00950395
327	0.00413343	0.80718430	2.98849742	2.00808686
328	0.00293064	0.68650519	2.99031752	2.00681554
329	0.00203612	0.57831678	2.99193161	2.00568564
330	0.00138430	0.48223336	2.99334889	2.00469153
331	0.00091959	0.39775706	2.99458019	2.00382633
332	0.00059594	0.32428488	2.99563776	2.00308204
333	0.00037612	0.26111984	2.99653502	2.00244969
334	0.00023075	0.20748582	2.99728634	2.00191958
335	0.00013735	0.16254559	2.99790664	2.00148147
336	0.00007914	0.12542140	2.99841109	2.00112489
337	0.00004404	0.09521683	2.99881475	2.00083937
338	0.00002361	0.07103910	2.99913217	2.00061472
339	0.00001216	0.05202041	2.99937719	2.00044125
340	0.00000600	0.03733725	2.99956255	2.00030997
341	0.00000283	0.02622675	2.99969980	2.00021274
342	0.00000127	0.01799929	2.99979908	2.00014239
343	0.00000054	0.01204687	2.99986913	2.00009275
344	0.00000021	0.00784716	2.99991722	2.00005867
345	0.00000008	0.00496342	2.99994929	2.00003594
346	0.00000003	0.00304069	2.99997000	2.00002127
347	0.00000001	0.00179905	2.99998291	2.00001211
348	0.00000000	0.00102467	2.99999067	2.00000662
349	0.00000000	0.00055976	2.99999513	2.00000345
350	0.00000000	0.00029204	2.99999759	2.00000171
351	0.00000000	0.00014481	2.99999887	2.00000080
352	0.00000000	0.00006786	2.99999950	2.00000035
353	0.00000000	0.00002985	2.99999980	2.00000014
354	0.00000000	0.00001222	2.99999992	2.00000005
355	0.00000000	0.00000462	2.99999997	2.00000002
356	0.00000000	0.00000159	2.99999999	2.00000001
357	0.00000000	0.00000049	3.00000000	2.00000000
