iter	f_val	grad_norm	x0	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100	x101	x102	x103	x104	x105	x106	x107	x108	x109	x110	x111	x112	x113	x114	x115	x116	x117	x118	x119	x120	x121	x122	x123	x124	x125	x126	x127	x128	x129	x130	x131	x132	x133	x134	x135	x136	x137	x138	x139	x140	x141	x142	x143	x144	x145	x146	x147	x148	x149	x150	x151	x152	x153	x154	x155	x156	x157	x158	x159	x160	x161	x162	x163	x164	x165	x166	x167	x168	x169	x170	x171	x172	x173	x174	x175	x176	x177	x178	x179	x180	x181	x182	x183	x184	x185	x186	x187	x188	x189	x190	x191	x192	x193	x194	x195	x196	x197	x198	x199	x200	x201	x202	x203	x204	x205	x206	x207	x208	x209	x210	x211	x212	x213	x214	x215	x216	x217	x218	x219	x220	x221	x222	x223	x224	x225	x226	x227	x228	x229	x230	x231	x232	x233	x234	x235	x236	x237	x238	x239	x240	x241	x242	x243	x244	x245	x246	x247	x248	x249	x250	x251	x252	x253	x254	x255	x256	x257	x258	x259	x260	x261	x262	x263	x264	x265	x266	x267	x268	x269	x270	x271	x272	x273	x274	x275	x276	x277	x278	x279	x280	x281	x282	x283	x284	x285	x286	x287	x288	x289	x290	x291	x292	x293	x294	x295	x296	x297	x298	x299	x300	x301	x302	x303	x304	x305	x306	x307	x308	x309	x310	x311	x312	x313	x314	x315	x316	x317	x318	x319	x320
1	6691.00909019	40016.94954318	0.14270830	-0.48614201	1.31847308	0.18501328	0.41020999	-0.34763234	1.26647226	-0.74196950	0.65023155	-0.36087189	-0.92943336	-0.49933722	-0.81459114	-0.22269764	-0.32914025	0.32216994	0.57515267	-0.15742026	-0.01590534	0.27909420	-0.52987907	0.69816002	0.83222474	0.21358080	2.38470366	0.90745894	-0.10227247	-0.37218045	-0.24218226	-0.51172890	1.13878515	-0.68781003	-0.07112218	-0.51929608	1.05618286	-1.42855603	-0.35249918	-0.11190569	0.30935642	0.47090290	-0.20578989	0.97907246	0.32475378	2.47765106	-1.49832149	0.61060066	-1.05513254	-0.78800882	1.97508459	1.73481415	-1.86618548	-0.21277370	-0.07584785	-2.14171211	-0.03883051	0.38334122	0.20726515	-1.98439377	1.09770823	0.23454398	-0.07191203	-0.74389296	0.72195902	0.90826915	-0.47209314	0.09958761	0.83699862	-1.96451212	0.12747566	-1.89745689	-0.93290926	0.47975143	-0.13436676	-0.41013835	-0.28598385	0.85820861	0.71683045	-0.79726893	0.28294072	-0.46080725	2.41432561	-0.72935674	-0.30282876	-0.35888192	-0.42902624	0.15110417	0.26304932	-1.60857075	-0.56311336	-1.33044755	1.24620533	2.47532508	1.39323223	0.33623312	1.01251611	0.17681027	1.66671662	0.67788961	-0.23994664	-1.13955119	-0.64996260	0.32383052	-1.23583598	-0.21179314	1.34992631	0.01930971	1.99538575	1.43716560	-0.27762941	-1.36931057	-0.05804133	-0.47078734	0.36775309	1.60440797	-1.11310404	-0.37872795	0.34234995	1.12497317	0.52071441	0.42429764	1.33454942	0.50351532	-0.24700418	0.06728515	-0.71707145	0.53666484	0.95250041	-2.98959677	1.22814885	-0.04652072	0.47088845	0.65237401	-2.28510333	-1.18592931	-0.34310116	-0.78139077	0.28417278	-0.52490992	-1.70107120	0.62229731	1.11012937	0.55435253	-0.72279944	-0.25085948	0.53842807	0.59319905	0.99686114	-0.28442601	-1.43088052	-0.68894677	0.54388481	0.73397440	2.21504964	0.12718142	0.23461452	-0.18729882	-0.41572953	0.79177519	0.36347761	-0.21727949	-1.06969738	-0.11306983	-0.38098219	1.24517373	0.95712608	-1.01231069	1.15716837	-0.56197681	0.14313750	1.19274387	-1.01475297	0.17039916	-1.12047529	-1.95129968	0.97659782	0.03822737	-0.81236760	-1.59655176	-0.39147282	1.35217928	0.41246909	-0.38276142	-0.66202345	0.11581208	-1.55730539	1.35480651	0.49318918	1.20435060	-0.57350567	0.84482876	0.69790473	-1.54306872	0.13896070	0.30511117	-0.58491766	-0.35017113	0.42618530	-0.04791788	-0.99471635	0.58145309	0.21781736	0.25917866	0.08576324	0.43902173	-0.29600201	-0.85275830	-0.73182484	1.09557514	-2.02771865	0.53054071	-1.45229888	-1.59885036	-1.01656856	-0.26753362	0.74050745	-1.70840149	1.66407555	1.17372370	-0.14257359	-0.30024581	-0.96353242	0.59804059	0.07880147	1.40206430	-0.69621561	0.53794393	-0.04638254	-0.83701625	1.89230404	0.26960539	0.63025450	-1.07856771	-0.73262073	0.09413956	-0.59445516	0.59202227	0.42836524	-0.77234319	0.20293598	-0.00597509	-0.17407529	-1.15881226	-0.84550850	0.22045073	1.00398463	-0.98019782	1.22718156	0.17264738	-1.27981959	0.33338993	0.87577486	0.25439469	2.30912732	0.31866767	0.90256403	0.00102270	0.99007413	-2.40557201	-0.84752252	-0.35427809	0.51392690	0.19833121	1.07522707	0.36693907	0.21732957	-0.15506454	0.15390425	0.83951248	0.76529996	0.86948569	-0.24995630	-0.70505665	-0.48140004	0.35947641	1.60145729	0.22933927	0.47500263	-1.64860471	2.66991031	-1.11352213	1.82778261	-0.56604734	0.96771124	0.80522068	0.07431940	-0.15640537	-0.95070977	-0.04359450	1.11113620	0.38212255	-0.87346099	1.14805157	-1.19365349	0.21983914	-0.90118692	-0.77268775	1.08973068	-0.47284089	-1.50507568	-0.52871853	0.76662186	-0.73939922	1.20478265	1.01828297	0.08328301	1.16373241	1.87295167	-1.97363650	1.14668893	0.59928227	-0.33320123	0.65414561	0.38672599	-0.58611686	1.47821839	0.15024687	1.19831675	-0.25574539	-1.64558662	0.23479809	-0.22508223
2	4918.36993477	29316.52964306	0.15252289	-0.49592141	1.32830434	0.17616047	0.42021327	-0.35688537	1.27639561	-0.74988397	0.64029844	-0.37071967	-0.91945048	-0.50852399	-0.82450745	-0.23262126	-0.31932441	0.33183661	0.58503571	-0.16733253	-0.00590996	0.27000278	-0.51987355	0.68883398	0.82300824	0.22307003	2.37472907	0.89759788	-0.09230710	-0.38205844	-0.25219476	-0.52170679	1.14861322	-0.67812599	-0.06123242	-0.50930515	1.06614974	-1.43854164	-0.34248704	-0.10191648	0.29941780	0.48091109	-0.19582050	0.96930863	0.33475935	2.48755088	-1.48850635	0.60069070	-1.06481965	-0.77799673	1.96523501	1.72482936	-1.87603996	-0.20278228	-0.08585770	-2.15169554	-0.02890770	0.37333204	0.19730471	-1.97465437	1.08769962	0.22467729	-0.08170632	-0.73403509	0.73162290	0.89825613	-0.46226325	0.10957110	0.84670602	-1.97450503	0.13748407	-1.88747527	-0.94282552	0.48976031	-0.12440797	-0.41988436	-0.27597458	0.86802256	0.72662214	-0.80711216	0.27327417	-0.45079420	2.42413647	-0.71938446	-0.29293044	-0.36888275	-0.41902372	0.16107190	0.25314884	-1.59857318	-0.55317205	-1.34014338	1.25621770	2.48515096	1.40299170	0.32639333	1.00289686	0.18682348	1.67631996	0.68788114	-0.24995345	-1.14953307	-0.65987689	0.33382456	-1.24576156	-0.20180132	1.35989612	0.00959143	2.00538947	1.42718205	-0.26782490	-1.37715835	-0.06770917	-0.46077453	0.36181973	1.59440726	-1.10309603	-0.36876541	0.35236134	1.11496409	0.53067703	0.43400141	1.32456260	0.51323821	-0.25699644	0.07723152	-0.72691044	0.52665385	0.96219900	-2.99960895	1.23802290	-0.03653719	0.48083376	0.64238103	-2.27509333	-1.17594812	-0.35302648	-0.77138647	0.29413229	-0.53466045	-1.69106189	0.63218955	1.11992615	0.54445526	-0.73246740	-0.24084642	0.52864377	0.58321557	0.98789020	-0.27443340	-1.44087679	-0.69892770	0.55379134	0.72396543	2.20509198	0.13691210	0.22460536	-0.19664502	-0.42551536	0.80154986	0.37313632	-0.22729257	-1.05980414	-0.10308622	-0.37100857	1.23518073	0.96713705	-1.00232943	1.14723870	-0.55197348	0.15309740	1.18299178	-1.00474366	0.18030556	-1.11067640	-1.96121273	0.96692946	0.04824043	-0.80235452	-1.60655814	-0.38147271	1.36211609	0.42248020	-0.39276988	-0.65450421	0.12575964	-1.56730678	1.36450392	0.48321323	1.21428449	-0.58338298	0.83484803	0.70763042	-1.55308082	0.12913212	0.29512790	-0.59468010	-0.34017810	0.41618026	-0.05789842	-0.98480281	0.57144682	0.20785917	0.26892030	0.07575391	0.42920291	-0.30579211	-0.84291801	-0.72216072	1.08556206	-2.03757184	0.52055641	-1.46221374	-1.58885831	-1.02657898	-0.27751626	0.75043212	-1.71840902	1.65411548	1.18346712	-0.15258248	-0.31013081	-0.97332761	0.60791856	0.08846661	1.39205127	-0.70606242	0.52796029	-0.05624617	-0.82702347	1.88229429	0.25962366	0.64017565	-1.08857549	-0.74257979	0.10388392	-0.60446438	0.58214592	0.41857227	-0.76247766	0.21260115	-0.01598814	-0.18395362	-1.16880032	-0.85546448	0.23043908	0.99397302	-0.99018454	1.23711508	0.16263944	-1.28978517	0.34314398	0.86576780	0.24449207	2.29932042	0.32856730	0.91224104	-0.00898997	1.00008016	-2.41530272	-0.83752438	-0.34719445	0.52393987	0.20830461	1.06521615	0.37694949	0.22494923	-0.16503935	0.14510965	0.84945883	0.77504869	0.85950247	-0.25752246	-0.71454090	-0.48931337	0.36948024	1.59145148	0.21938605	0.46499233	-1.63859210	2.65992390	-1.12335104	1.83777590	-0.57578199	0.97769744	0.79527724	0.08417520	-0.14640403	-0.96042549	-0.03358285	1.12102858	0.39210616	-0.86348631	1.13805857	-1.18364247	0.22982042	-0.91111683	-0.76268444	1.09969062	-0.48259321	-1.49506638	-0.51881112	0.77642093	-0.74931321	1.19511418	1.02829603	0.09320983	1.15380646	1.88287520	-1.96372268	1.13676250	0.58938866	-0.34312832	0.64423094	0.37850376	-0.59608254	1.46829266	0.16017352	1.20828888	-0.26567326	-1.65556407	0.22488649	-0.21515563
3	3576.11785710	21637.85607533	0.16233342	-0.50538078	1.33792104	0.17056982	0.43018877	-0.36494085	1.28622958	-0.75559506	0.63045844	-0.38031857	-0.90948797	-0.51640811	-0.83448549	-0.24235614	-0.30982078	0.34083885	0.59499314	-0.17715582	0.00408237	0.26346130	-0.50988753	0.68056130	0.81728777	0.23270299	2.36479188	0.88796197	-0.08243585	-0.39179455	-0.26220942	-0.53161443	1.15814937	-0.66906130	-0.05152732	-0.49933622	1.07611653	-1.44851669	-0.33245550	-0.09194604	0.28959275	0.49092783	-0.18599435	0.95991204	0.34477788	2.49728525	-1.47900497	0.59091524	-1.07397613	-0.76796277	1.95563329	1.71487621	-1.88576395	-0.19279449	-0.09588293	-2.16165154	-0.01912463	0.36331190	0.18750841	-1.96531611	1.07767432	0.21501635	-0.09115598	-0.72439960	0.74072542	0.88822058	-0.45271733	0.11952115	0.85603499	-1.98449607	0.14750517	-1.87752416	-0.95259111	0.49977921	-0.11461601	-0.42924026	-0.26594780	0.87754995	0.73606590	-0.81669960	0.26415970	-0.44075860	2.43363577	-0.70946613	-0.28310430	-0.37889223	-0.40901823	0.17098719	0.24342324	-1.58858613	-0.54343461	-1.34937749	1.26625162	2.49469750	1.41235697	0.31679476	0.99389867	0.19685738	1.68516803	0.69785065	-0.25996763	-1.15950003	-0.66972360	0.34380876	-1.25554473	-0.19180532	1.36971538	0.00031772	2.01540387	1.41724400	-0.25835779	-1.38007823	-0.07679786	-0.45073946	0.36285657	1.58441616	-1.09306393	-0.35883619	0.36239253	1.10494291	0.54053806	0.44278436	1.31469549	0.52249365	-0.26698786	0.08708088	-0.73644815	0.51662649	0.97132839	-3.00964300	1.24768798	-0.02658697	0.49075720	0.63238986	-2.26506763	-1.16599826	-0.36281777	-0.76138122	0.30392887	-0.54402883	-1.68103506	0.64190692	1.12938472	0.53471342	-0.74158624	-0.23081082	0.51923002	0.57326585	0.98126055	-0.26444291	-1.45086142	-0.70887716	0.56352831	0.71394544	2.19530624	0.14622643	0.21457882	-0.20481829	-0.43494183	0.81093337	0.38222560	-0.23732822	-1.05008622	-0.09313575	-0.36102969	1.22518951	0.97716552	-0.99237943	1.13743518	-0.54197130	0.16289617	1.17361896	-0.99471682	0.19005850	-1.10121162	-1.97099883	0.95780936	0.05827604	-0.79232380	-1.61656497	-0.37145044	1.37199256	0.43250964	-0.40279940	-0.64590239	0.13556824	-1.57722454	1.37365050	0.47325636	1.22410197	-0.59300703	0.82489333	0.71678985	-1.56311422	0.11959295	0.28517849	-0.60414483	-0.33018678	0.40616913	-0.06784669	-0.97504516	0.56143535	0.19806938	0.27826404	0.06572703	0.41967179	-0.31523132	-0.83333938	-0.71305386	1.07552643	-2.04718083	0.51060443	-1.47207654	-1.57886910	-1.03660581	-0.28747002	0.76022084	-1.72842393	1.64431921	1.19281624	-0.16260841	-0.31983378	-0.98278050	0.61760962	0.09757445	1.38201569	-0.71565506	0.51800987	-0.06599272	-0.81703271	1.87226929	0.24967219	0.64995506	-1.09859113	-0.75237307	0.11323596	-0.61449102	0.57246153	0.40912470	-0.75282251	0.22171122	-0.02602374	-0.19362971	-1.17876184	-0.86541101	0.24042007	0.98394290	-1.00014878	1.24692701	0.15262329	-1.29959909	0.35251780	0.85574598	0.23474634	2.28983892	0.33831660	0.92137438	-0.01902492	1.01007618	-2.42431739	-0.82750585	-0.34941269	0.53397523	0.21828976	1.05519834	0.38697117	0.23347618	-0.17505240	0.14217496	0.85930520	0.78488715	0.84955176	-0.26614078	-0.72196655	-0.49791897	0.37948035	1.58142183	0.20947703	0.45496445	-1.62856047	2.64999876	-1.13268642	1.84766692	-0.58506263	0.98767543	0.78543414	0.09375480	-0.13639952	-0.96959115	-0.02355005	1.13074390	0.40205667	-0.85350550	1.12806737	-1.17361387	0.23977048	-0.92092100	-0.75268236	1.10948960	-0.49196666	-1.48503956	-0.50905548	0.78588623	-0.75910186	1.18599372	1.03833163	0.10301263	1.14400590	1.89266886	-1.95396192	1.12696070	0.57968482	-0.35293201	0.63446342	0.37438383	-0.60597350	1.45849305	0.16997592	1.21819937	-0.27547789	-1.66557856	0.21512961	-0.20535335
4	2519.84182725	16762.71593560	0.17225064	-0.51449488	1.34735486	0.16904117	0.44010354	-0.37166730	1.29596595	-0.75997977	0.62071835	-0.38961329	-0.89954687	-0.52258202	-0.84442113	-0.25188078	-0.30070549	0.34889560	0.60486058	-0.18691883	0.01407896	0.26036959	-0.49994814	0.67344638	0.81778433	0.24247881	2.35490009	0.87860009	-0.07277391	-0.40138132	-0.27219179	-0.54146166	1.16731944	-0.66086583	-0.04209131	-0.48941662	1.08611705	-1.45849513	-0.32239962	-0.08200403	0.27994308	0.50094515	-0.17648268	0.95098243	0.35481769	2.50677874	-1.46993641	0.58130213	-1.08249028	-0.75789686	1.94637930	1.70498559	-1.89542608	-0.18279694	-0.10592589	-2.17156786	-0.00955412	0.35328741	0.17805842	-1.95648242	1.06762377	0.20563615	-0.10013631	-0.71504520	0.74915584	0.87815351	-0.44357167	0.12940662	0.86500206	-1.99449834	0.15753952	-1.86761710	-0.96212896	0.50980022	-0.10517233	-0.43810494	-0.25589498	0.88669150	0.74503707	-0.82595066	0.25570351	-0.43069153	2.44270729	-0.69964050	-0.27329277	-0.38892133	-0.39901087	0.18083428	0.23394813	-1.57862441	-0.53408987	-1.35804911	1.27631559	2.50386333	1.42120597	0.30748401	0.98562441	0.20691775	1.69289593	0.70776840	-0.26999498	-1.16946693	-0.67954266	0.35377783	-1.26509593	-0.18178000	1.37919213	-0.00839002	2.02543743	1.40739241	-0.24936323	-1.37822153	-0.08517556	-0.44067263	0.36772492	1.57446558	-1.08299987	-0.34891733	0.37245130	1.09491069	0.55017799	0.44962563	1.30514800	0.53112243	-0.27699069	0.09678060	-0.74553261	0.50657821	0.97972197	-3.01970894	1.25705260	-0.01670085	0.50070121	0.62238741	-2.25502333	-1.15609362	-0.37240817	-0.75138790	0.31338684	-0.55291700	-1.67098215	0.65137696	1.13838530	0.52516195	-0.75005093	-0.22074375	0.51034300	0.56338173	0.97822321	-0.25444122	-1.46081599	-0.71878134	0.57300639	0.70392123	2.18588133	0.15501510	0.20452625	-0.21135603	-0.44387844	0.81976908	0.39063279	-0.24739529	-1.04062131	-0.08324905	-0.35101618	1.21518698	0.98721532	-0.98247466	1.12782080	-0.53198452	0.17236053	1.16472226	-0.98466389	0.19959046	-1.09219859	-1.98063427	0.94934215	0.06834310	-0.78228318	-1.62654630	-0.36139253	1.38183599	0.44256273	-0.41286173	-0.63688722	0.14510297	-1.58686434	1.38202633	0.46330534	1.23374233	-0.60222016	0.81496678	0.72518091	-1.57317859	0.11046601	0.27529437	-0.61331741	-0.32018402	0.39615617	-0.07774852	-0.96552325	0.55142920	0.18863098	0.28710598	0.05567400	0.41053342	-0.32419369	-0.82410760	-0.70461258	1.06545936	-2.05644091	0.50071575	-1.48194314	-1.56886939	-1.04665203	-0.29738185	0.76980366	-1.73843701	1.63486662	1.20166942	-0.17265999	-0.32928195	-0.99176815	0.62706896	0.10601617	1.37194862	-0.72488754	0.50812366	-0.07568886	-0.80703084	1.86222666	0.23976438	0.65952055	-1.10860567	-0.76182038	0.12209476	-0.62454364	0.56304041	0.40014575	-0.74343315	0.23015926	-0.03609081	-0.20301419	-1.18866761	-0.87538746	0.25040748	0.97388994	-1.01007968	1.25655257	0.14260720	-1.30908621	0.36141061	0.84570093	0.22522414	2.28080359	0.34788349	0.92985292	-0.02909168	1.02002009	-2.43177458	-0.81745129	-0.35543648	0.54404226	0.22831280	1.04518971	0.39699664	0.24253946	-0.18507077	0.14572825	0.86899203	0.79482199	0.83964652	-0.27528383	-0.72482305	-0.50696829	0.38944942	1.57135875	0.19958820	0.44491290	-1.61850649	2.64024298	-1.14099232	1.85726374	-0.59372745	0.99765744	0.77574340	0.10290950	-0.12638900	-0.97803500	-0.01348578	1.14020310	0.41194345	-0.84348971	1.11806487	-1.16356379	0.24967535	-0.93053667	-0.74269579	1.11895452	-0.50086454	-1.47498667	-0.49951838	0.79490027	-0.76874203	1.17752584	1.04839870	0.11263726	1.13438525	1.90227576	-1.94443237	1.11733791	0.57026758	-0.36255858	0.62490933	0.37452462	-0.61573822	1.44887508	0.17959992	1.22800314	-0.28510392	-1.67560386	0.20560032	-0.19572957
5	1668.72262903	13729.85131277	0.18222035	-0.52325190	1.35669446	0.17065158	0.44993617	-0.37713318	1.30558954	-0.76355776	0.61108041	-0.39858256	-0.88964029	-0.52672667	-0.85409853	-0.26122071	-0.29200917	0.35585740	0.61462602	-0.19664622	0.02409357	0.26033388	-0.49007362	0.66743504	0.82231524	0.25236573	2.34506166	0.86953183	-0.06353835	-0.41081361	-0.28208936	-0.55127202	1.17608865	-0.65366807	-0.03301605	-0.47960872	1.09617094	-1.46850581	-0.31231967	-0.07211079	0.27054541	0.51094138	-0.16745458	0.94259028	0.36489181	2.51594650	-1.46140230	0.57186616	-1.09033157	-0.74779202	1.93756961	1.69522348	-1.90510433	-0.17276366	-0.11598187	-2.18142100	-0.00028453	0.34327980	0.16912895	-1.94822260	1.05753605	0.19661310	-0.10854482	-0.70600980	0.75688902	0.86805063	-0.43493598	0.13916181	0.87369652	-2.00453695	0.16757975	-1.85777890	-0.97134658	0.51980017	-0.09624867	-0.44640919	-0.24580450	0.89535241	0.75343378	-0.83480650	0.24793037	-0.42058909	2.45124714	-0.68997868	-0.26344324	-0.39898813	-0.38900699	0.19059232	0.22480286	-1.56871278	-0.52530050	-1.36610537	1.28641884	2.51255467	1.42945252	0.29847896	0.97808110	0.21700471	1.69921490	0.71756561	-0.28004878	-1.17946486	-0.68934184	0.36371515	-1.27429281	-0.17170347	1.38812926	-0.01645180	2.03550420	1.39767813	-0.24096007	-1.37344985	-0.09280898	-0.43056756	0.37443184	1.56463438	-1.07289881	-0.33896687	0.38254503	1.08488102	0.55939218	0.45375519	1.29614766	0.53901067	-0.28702561	0.10626945	-0.75401546	0.49650581	0.98732272	-3.02981405	1.26602182	-0.00694364	0.51069668	0.61234861	-2.24496305	-1.14625895	-0.38171947	-0.74143377	0.32234081	-0.56125823	-1.66089157	0.66052449	1.14683082	0.51582008	-0.75783732	-0.21064132	0.50212168	0.55363050	0.97889768	-0.24440298	-1.47070084	-0.72861483	0.58211752	0.69391566	2.17699766	0.16320466	0.19443597	-0.21602278	-0.45221841	0.82792188	0.39833173	-0.25749753	-1.03149342	-0.07349056	-0.34095152	1.20514811	0.99728483	-0.97263988	1.11846969	-0.52204179	0.18132761	1.15636741	-0.97457330	0.20882766	-1.08373250	-1.99010743	0.94155173	0.07844552	-0.77225561	-1.63642651	-0.35129229	1.39169808	0.45264235	-0.42296435	-0.62930816	0.15420589	-1.59597612	1.38946962	0.45333414	1.24313561	-0.61084801	0.80506792	0.73272554	-1.58328400	0.10186845	0.26554173	-0.62223740	-0.31014476	0.38615615	-0.08757838	-0.95633227	0.54145457	0.17971760	0.29537518	0.04558324	0.40188390	-0.33257636	-0.81528857	-0.69686247	1.05535707	-2.06524527	0.49095615	-1.49185932	-1.55883352	-1.05671423	-0.30722750	0.77909653	-1.74842409	1.62592878	1.20995802	-0.18274903	-0.33839807	-1.00019004	0.63626960	0.11376682	1.36184603	-0.73365502	0.49836708	-0.08540592	-0.79699269	1.85217072	0.22992477	0.66878581	-1.11859517	-0.77075126	0.13039196	-0.63463387	0.55395564	0.39173578	-0.73434522	0.23792085	-0.04619328	-0.21201241	-1.19845310	-0.88541860	0.26042891	0.96381537	-1.01995539	1.26591235	0.13261358	-1.31807612	0.36975284	0.83562007	0.21599813	2.27231574	0.35725046	0.93764853	-0.03919586	1.02984301	-2.43655824	-0.80735302	-0.36276580	0.55414795	0.23838818	1.03522133	0.40700744	0.25193725	-0.19501999	0.15194526	0.87844758	0.80478276	0.82979627	-0.28468980	-0.72304232	-0.51634486	0.39931198	1.56125674	0.18967318	0.43483226	-1.60843727	2.63087141	-1.14771392	1.86633662	-0.60165474	1.00766660	0.76626398	0.11148585	-0.11636959	-0.98569282	-0.00338064	1.14932023	0.42170213	-0.83342293	1.10802604	-1.15349372	0.25951030	-0.93989000	-0.73275339	1.12792273	-0.50922120	-1.46489611	-0.49027283	0.80336802	-0.77822257	1.16973438	1.05850112	0.12201784	1.12501041	1.91162666	-1.93523254	1.10796025	0.56125616	-0.37194244	0.61564798	0.37748203	-0.62530546	1.43950643	0.18897958	1.23763485	-0.29448277	-1.68556553	0.19638438	-0.18635022
6	1004.89212841	11423.82984182	0.19226235	-0.53161815	1.36603683	0.17429920	0.45965108	-0.38150079	1.31509087	-0.76642414	0.60155947	-0.40720467	-0.87980105	-0.52884205	-0.86331516	-0.27037117	-0.28374472	0.36173098	0.62445219	-0.20634823	0.03414607	0.26250400	-0.48029603	0.66239674	0.82881564	0.26234782	2.33528955	0.86077833	-0.05508674	-0.42010234	-0.29184246	-0.56103952	1.18443724	-0.64745609	-0.02438372	-0.47005190	1.10628643	-1.47858529	-0.30222444	-0.06231737	0.26149533	0.52087452	-0.15903273	0.93477747	0.37502091	2.52470601	-1.45347690	0.56261431	-1.09750879	-0.73766117	1.92927913	1.68573072	-1.91485542	-0.16266441	-0.12603323	-2.19115536	0.00857644	0.33333268	0.16084086	-1.94057401	1.04739492	0.18801359	-0.11631078	-0.69731504	0.76394048	0.85793029	-0.42689191	0.14864740	0.88223853	-2.01464063	0.17760317	-1.84806628	-0.98013262	0.52973350	-0.08796334	-0.45411407	-0.23566111	0.90345692	0.76118625	-0.84322861	0.24082704	-0.41047053	2.45917698	-0.68062674	-0.25352310	-0.40911388	-0.37902130	0.20021164	0.21607838	-1.55889349	-0.51716935	-1.37352837	1.29657176	2.52069391	1.43704516	0.28978105	0.97123562	0.22709589	1.70399913	0.72708739	-0.29014768	-1.18953351	-0.69904550	0.37357008	-1.28296922	-0.16158038	1.39638101	-0.02382702	2.04562699	1.38815546	-0.23323773	-1.36698801	-0.09971590	-0.42043675	0.38216969	1.55510884	-1.06275256	-0.32893611	0.39268403	1.07490411	0.56785674	0.45535631	1.28787646	0.54609725	-0.29712288	0.11548488	-0.76177478	0.48640830	0.99413985	-3.03994620	1.27451402	0.00254773	0.52075883	0.60224479	-2.23489780	-1.13654977	-0.39065889	-0.73156613	0.33067713	-0.56901527	-1.65074810	0.66928093	1.15465523	0.50669683	-0.76495884	-0.20052280	0.49465814	0.54415481	0.98243179	-0.23429950	-1.48042884	-0.73831885	0.59073134	0.68397667	2.16878003	0.17075579	0.18429271	-0.21886484	-0.45988863	0.83528492	0.40533780	-0.26761543	-1.02277773	-0.06399627	-0.33082804	1.19504422	1.00736481	-0.96293023	1.10946980	-0.51219114	0.18968547	1.14859098	-0.96442981	0.21770045	-1.07587798	-1.99941336	0.93442453	0.08856399	-0.76227640	-1.64600905	-0.34114304	1.40164594	0.46275288	-0.43308962	-0.62753802	0.16275772	-1.60433543	1.39589253	0.44329813	1.25221160	-0.61872444	0.79519625	0.73942796	-1.59342986	0.09388828	0.25606061	-0.63094947	-0.30004050	0.37620281	-0.09727851	-0.94758576	0.53156044	0.17144917	0.30303221	0.03543960	0.39379436	-0.34030896	-0.80693038	-0.68979006	1.04523904	-2.07350492	0.48146538	-1.50184962	-1.54873204	-1.06677820	-0.31695089	0.78799797	-1.75833924	1.61762393	1.21764445	-0.19289129	-0.34711162	-1.00797716	0.64519727	0.12084101	1.35172691	-0.74187361	0.48887883	-0.09519352	-0.78688938	1.84211740	0.22020955	0.67764698	-1.12851393	-0.77904839	0.13808982	-0.64477706	0.54527140	0.38396335	-0.72557900	0.24501016	-0.05631198	-0.22054188	-1.20797765	-0.89551504	0.27051797	0.95372955	-1.02972290	1.27490857	0.12268565	-1.32644770	0.37750483	0.82548483	0.20713654	2.26444751	0.36640928	0.94477307	-0.04932179	1.03946029	-2.43809514	-0.79720496	-0.37081689	0.56429494	0.24851439	1.02534342	0.41697145	0.26149224	-0.20480772	0.15934661	0.88759773	0.81466504	0.82000868	-0.29416353	-0.71842463	-0.52596607	0.40888036	1.55110813	0.17967483	0.42471286	-1.59839373	2.62227076	-1.15266974	1.87469178	-0.60877233	1.01773978	0.75705430	0.11934886	-0.10633985	-0.99256725	0.00675884	1.15801794	0.43119679	-0.82329765	1.09792218	-1.14341271	0.26922024	-0.94889334	-0.72290315	1.13628245	-0.51700011	-1.45475266	-0.48138773	0.81122493	-0.78753883	1.16260581	1.06861963	0.13106482	1.11597025	1.92062736	-1.92648633	1.09891751	0.55279589	-0.38099403	0.60678451	0.38207120	-0.63456837	1.43047850	0.19802541	1.24699255	-0.30351983	-1.69533767	0.18758512	-0.17730479
